collection_id,name,level,jurisdiction,homepage,forms_pages,directory_source,verification,notes,missing_from_prior_manifest,registry_scope_note,normalized_source_court,local_documents,local_word_rtf,local_pdfs,discovered_document_urls,acquired_discovered_urls,blocked_urls,failed_urls,reference_only_urls,deferred_reference_urls,not_yet_acquired_urls,coverage_status,logo_status,asset_path,asset_kind,asset_source_page,coverage_limit,asset_background,fallback_text,retained_documents,excluded_documents,prior_observed_acquisition_urls,forms_page_evidence,page_observations,coverage_boundary,homepage_verification,download_policy,restricted_sources,reuse_note,document_links_observed
FD:moed,United States District Court — Missouri Eastern,district,Federal,https://www.moed.uscourts.gov/,"[""https://www.moed.uscourts.gov/forms"",""https://www.moed.uscourts.gov/media-information"",""https://www.moed.uscourts.gov/judges-contact-information-and-requirements"",""https://www.moed.uscourts.gov/pretrial-services-hours-contact-information"",""https://www.moed.uscourts.gov/publication/information-regarding-entry-default""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Missouri Eastern district court,86,0,86,118,86,0,0,0,0,32,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/56/568c38a6592dbb4aba333a7ff1e5b892beaa6ae7d4b33058493bf9aa34c7af6d.png,judiciary_logo,https://www.moed.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,MOED,86,0,118,,,,,,,,
FD:mowd,United States District Court — Missouri Western,district,Federal,https://www.mow.uscourts.gov/,"[""https://www.mow.uscourts.gov/forms"",""https://www.mow.uscourts.gov/ppts"",""https://www.mow.uscourts.gov/dist-general"",""https://www.mow.uscourts.gov/attorney/attorney-admissions"",""https://www.mow.uscourts.gov/ppts/contracting-information"",""https://www.mow.uscourts.gov/ppts/treatment-provider-information""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,Official directory points to a shared court website; collection ID distinguishes district and bankruptcy jurisdiction.,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Missouri Western district court,92,2,90,159,92,0,6,0,0,67,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/60/60abf2e9f08f7d942f78c9223816812277f8ede31caca828766eb25a28f4829e.png,judiciary_logo,https://www.mow.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,MOWD,92,0,153,,,,,,,,
FD:mtd,United States District Court — Montana,district,Federal,https://www.mtd.uscourts.gov/,"[""https://www.mtd.uscourts.gov/forms"",""https://www.mtd.uscourts.gov/forms-pro-se"",""https://www.mtd.uscourts.gov/media-information"",""https://www.mtd.uscourts.gov/e-file-document-cmecf-0"",""https://www.mtd.uscourts.gov/filing-information-pro-se"",""https://www.mtd.uscourts.gov/accessing-case-information"",""https://www.mtd.uscourts.gov/edr-and-workplace-conduct-information""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Montana district court,37,4,33,69,37,0,1,0,0,32,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/f5/f567c4f5027c17aed2bd82ee31228c0c80e102cfd7f6593c8496f29965778a5b.png,court_seal,https://www.mtd.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,MTD,37,0,68,,,,,,,,
FD:ned,United States District Court — Nebraska,district,Federal,https://www.ned.uscourts.gov/,"[""https://www.ned.uscourts.gov/forms"",""https://www.ned.uscourts.gov/forms?page=1"",""https://www.ned.uscourts.gov/forms?page=2"",""https://www.ned.uscourts.gov/attorney/nextgen-information"",""https://www.ned.uscourts.gov/attorney/judges-information/john-m-gerrard"",""https://www.ned.uscourts.gov/attorney/judges-information/michael-d-nelson"",""https://www.ned.uscourts.gov/attorney/judges-information/joseph-f-bataillon"",""https://www.ned.uscourts.gov/attorney/judges-information/robert-f-rossiter-jr"",""https://www.ned.uscourts.gov/attorney/judges-information/civil-case-management"",""https://www.ned.uscourts.gov/attorney/judges-information/judges-sentencing-data"",""https://www.ned.uscourts.gov/attorney/judges-information/criminal-case-management"",""https://www.ned.uscourts.gov/attorney/judges-information/judicial-caseload-profiles""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Nebraska district court,37,4,33,166,37,0,11,0,0,129,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/9d/9dd9203873ddbe47e1d3ddaf0636848840b2107888ba2d21e58d735407ce7bb5.png,court_seal,https://www.ned.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,NED,37,0,155,,,,,,,,
FD:nvd,United States District Court — Nevada,district,Federal,https://www.nvd.uscourts.gov/,"[""https://www.nvd.uscourts.gov/case-information"",""https://www.nvd.uscourts.gov/court-information"",""https://www.nvd.uscourts.gov/court-information/about"",""https://www.nvd.uscourts.gov/court-information/judges"",""https://www.nvd.uscourts.gov/category/court-information"",""https://www.nvd.uscourts.gov/court-information/fee-schedule"",""https://www.nvd.uscourts.gov/court-information/judges/gmn-bio"",""https://www.nvd.uscourts.gov/court-information/lawyer-representatives"",""https://www.nvd.uscourts.gov/court-information/judges/judge-anne-r-traum"",""https://www.nvd.uscourts.gov/court-information/judges/judge-miranda-m-du"",""https://www.nvd.uscourts.gov/court-information/judges/judge-james-c-mahan"",""https://www.nvd.uscourts.gov/court-information/judges/judge-kent-j-dawson"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-carla-baldwin"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-nancy-j-koppe"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-craig-s-denney"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-daniel-albregts"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-elayna-j-youchah"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-robert-mcquaid-jr""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,True,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Nevada district court,0,0,0,10,0,10,0,0,0,10,No verified English documents in the active library,Text fallback,,,,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,NVD,0,0,0,"{""https://www.nvd.uscourts.gov/self-help-portal/self-help-general-information/general-forms"":""Official page fetched live using Firecrawl basic proxy, 2026-09-12"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-craig-s-denney"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-carla-baldwin"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-robert-mcquaid-jr"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-nancy-j-koppe"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges/judge-james-c-mahan"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges/judge-anne-r-traum"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges/judge-kent-j-dawson"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges/gmn-bio"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-elayna-j-youchah"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges/magistrate-judge-daniel-albregts"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges/judge-miranda-m-du"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/category/court-information"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/about"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/fee-schedule"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/judges"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information/lawyer-representatives"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/court-information"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nvd.uscourts.gov/case-information"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched""}",,,,,,,
FD:nhd,United States District Court — New Hampshire,district,Federal,https://www.nhd.uscourts.gov/,"[""https://www.nhd.uscourts.gov/forms-0"",""https://www.nhd.uscourts.gov/general-information"",""https://www.nhd.uscourts.gov/interpreter-information""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,New Hampshire district court,22,2,20,75,22,0,13,0,0,53,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/d4/d4c4c4a88f66254196ba5fe76b7964fe961aab12bffcb0a334601cdb52a3be22.png,judiciary_logo,https://www.nhd.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,NHD,22,0,62,,,,,,,,
FD:njd,United States District Court — New Jersey,district,Federal,https://www.njd.uscourts.gov/,"[""https://www.njd.uscourts.gov/forms/all-forms/usm"",""https://www.njd.uscourts.gov/forms/all-forms/civil"",""https://www.njd.uscourts.gov/forms/all-forms/cm_ecf"",""https://www.njd.uscourts.gov/forms/all-forms/criminal"",""https://www.njd.uscourts.gov/forms/all-forms/prisoner"",""https://www.njd.uscourts.gov/forms/all-forms/non_prisoner"",""https://www.njd.uscourts.gov/cja-forms"",""https://www.njd.uscourts.gov/cmecf-information"",""https://www.njd.uscourts.gov/court-information"",""https://www.njd.uscourts.gov/panel-information"",""https://www.njd.uscourts.gov/new-appointment-forms"",""https://www.njd.uscourts.gov/juror-general-information"",""https://www.njd.uscourts.gov/local-rules-and-appendices"",""https://www.njd.uscourts.gov/cmecf-user-guide-information"",""https://www.njd.uscourts.gov/court-info/local-rules-and-orders""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,New Jersey district court,108,0,108,247,109,1,3,0,0,138,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/1e/1eb0f9bc0981a9bbf19935a533cb493def87c7b7abf1f95505175df3eeb1f454.png,court_seal,https://www.njd.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,NJD,108,0,243,"{""https://www.njd.uscourts.gov/court-info/local-rules-and-orders"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/local-rules-and-appendices"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.njd.uscourts.gov/juror-general-information"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/forms/all-forms/usm"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/forms/all-forms/civil"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/forms/all-forms/criminal"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/forms/all-forms/prisoner"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/forms/all-forms/non_prisoner"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/cja-forms"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/cmecf-information"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/court-information"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/panel-information"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/new-appointment-forms"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.njd.uscourts.gov/cmecf-user-guide-information"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200""}",,,,,,,
FD:nmd,United States District Court — New Mexico,district,Federal,https://www.nmd.uscourts.gov/,"[""https://www.nmd.uscourts.gov/filing-information"",""https://www.nmd.uscourts.gov/attorney-information"",""https://www.nmd.uscourts.gov/cja-general-information"",""https://www.nmd.uscourts.gov/forms/application-membership-civil-pro-bono-panel"",""https://www.nmd.uscourts.gov/forms/information-sheet-temporary-restraining-order"",""https://www.nmd.uscourts.gov/forms/bar-association-usdc-dnm-application-membership""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,New Mexico district court,9,0,9,26,9,0,0,0,0,17,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/f6/f615595a22929d1f4c0f57755cf8b7d90141124be7ca5d3f8475bbbad46f989d.png,court_seal,https://www.nmd.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,NMD,9,0,26,,,,,,,,
FD:nyed,United States District Court — New York Eastern,district,Federal,https://www.nyed.uscourts.gov/,"[""https://www.nyed.uscourts.gov/forms-search"",""https://www.nyed.uscourts.gov/accessibility"",""https://www.nyed.uscourts.gov/filing-complaint"",""https://www.nyed.uscourts.gov/federal-court-rules"",""https://www.nyed.uscourts.gov/cmecf-nextgen-information""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,New York Eastern district court,41,0,41,129,43,0,1,0,0,86,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/fa/fa23ce5a2fc149d8c9b6597f1ead8cce8086d224e6de9a9b58ff33457a7ef4b5.svg,court_logo,https://www.nyed.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,NYED,41,0,128,"{""https://www.nyed.uscourts.gov/federal-court-rules"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nyed.uscourts.gov/forms-search"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nyed.uscourts.gov/accessibility"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nyed.uscourts.gov/filing-complaint"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nyed.uscourts.gov/cmecf-nextgen-information"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200""}",,,,,,,
FD:nynd,United States District Court — New York Northern,district,Federal,https://www.nynd.uscourts.gov/,"[""https://www.nynd.uscourts.gov/forms/all-forms/cv"",""https://www.nynd.uscourts.gov/forms/all-forms/cja"",""https://www.nynd.uscourts.gov/forms/all-forms/int"",""https://www.nynd.uscourts.gov/forms/all-forms/crim"",""https://www.nynd.uscourts.gov/forms/all-forms/finan"",""https://www.nynd.uscourts.gov/forms/all-forms/prose"",""https://www.nynd.uscourts.gov/forms/all-forms/gen_info"",""https://www.nynd.uscourts.gov/forms/all-forms/apos_exem"",""https://www.nynd.uscourts.gov/cmecf"",""https://www.nynd.uscourts.gov/attorney-admissions"",""https://www.nynd.uscourts.gov/forms/attorney-e-filing-registration-form""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,New York Northern district court,10,0,10,128,10,0,3,0,0,118,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/b8/b847d500b7d42944f230b4fb5b96bfe77ae498b157fe06517e607a93ee94d8ff.png,judiciary_logo,https://www.nynd.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,NYND,10,0,125,,,,,,,,
FD:nysd,United States District Court — New York Southern,district,Federal,https://www.nysd.uscourts.gov/,"[""https://www.nysd.uscourts.gov/forms"",""https://www.nysd.uscourts.gov/rules"",""https://www.nysd.uscourts.gov/payment-information"",""https://www.nysd.uscourts.gov/electronic-case-filing"",""https://nysd.uscourts.gov/individual-rules-and-practices"",""https://www.nysd.uscourts.gov/judges/law-clerk-hiring-information"",""https://www.nysd.uscourts.gov/forms/answer-and-notice-pro-se-appearance"",""https://www.nysd.uscourts.gov/individual-rules-and-practices-civil-cases-57"",""https://www.nysd.uscourts.gov/forms?field_form_category_target_id=22&title=&sort_by=title"",""https://www.nysd.uscourts.gov/forms?field_form_category_target_id=23&title=&sort_by=title"",""https://www.nysd.uscourts.gov/forms?field_form_category_target_id=24&title=&sort_by=title""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,New York Southern district court,44,0,44,246,45,0,1,0,0,201,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/06/0633aa18528b1e38b35e54c16d39b5c0903467672be11a43d320d8c05a5801d8.png,court_logo,https://www.nysd.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,dark,NYSD,44,0,245,"{""https://nysd.uscourts.gov/individual-rules-and-practices"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nysd.uscourts.gov/individual-rules-and-practices-civil-cases-57"":""Firecrawl map of official website, 2026-09-12; indexed URL, not yet fetched"",""https://www.nysd.uscourts.gov/rules"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nysd.uscourts.gov/forms"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nysd.uscourts.gov/payment-information"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nysd.uscourts.gov/electronic-case-filing"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nysd.uscourts.gov/judges/law-clerk-hiring-information"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nysd.uscourts.gov/forms/answer-and-notice-pro-se-appearance"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nysd.uscourts.gov/forms?field_form_category_target_id=22&title=&sort_by=title"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nysd.uscourts.gov/forms?field_form_category_target_id=23&title=&sort_by=title"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200"",""https://www.nysd.uscourts.gov/forms?field_form_category_target_id=24&title=&sort_by=title"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200""}",,,,,,,
FD:nywd,United States District Court — New York Western,district,Federal,https://www.nywd.uscourts.gov/,"[""https://www.nywd.uscourts.gov/forms-3"",""https://www.nywd.uscourts.gov/cja-forms"",""https://www.nywd.uscourts.gov/pro-se-forms"",""https://www.nywd.uscourts.gov/cell-phone-policy"",""https://www.nywd.uscourts.gov/cmecf-information-0"",""https://www.nywd.uscourts.gov/attorney-information"",""https://www.nywd.uscourts.gov/jury-duty-information"",""https://www.nywd.uscourts.gov/court-reporter-contact-information""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,New York Western district court,13,1,12,74,13,0,0,0,0,61,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/b8/b847d500b7d42944f230b4fb5b96bfe77ae498b157fe06517e607a93ee94d8ff.png,judiciary_logo,https://www.nywd.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,NYWD,13,0,74,,,,,,,,
FD:nced,United States District Court — North Carolina Eastern,district,Federal,https://www.nced.uscourts.gov/,"[""https://www.nced.uscourts.gov/attorney/clwl.aspx"",""https://www.nced.uscourts.gov/forms/Default.aspx"",""https://www.nced.uscourts.gov/attorney/evoucher/evoucher.aspx""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,North Carolina Eastern district court,24,0,24,88,24,0,4,0,0,64,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/03/03e72c13d8935ff035f98d16945ac48aba9113d150a1ba833b766b3213f7e435.jpg,court_seal,https://www.nced.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,NCED,24,0,84,,,,,,,,
FD:ncmd,United States District Court — North Carolina Middle,district,Federal,https://www.ncmd.uscourts.gov/,"[""https://www.ncmd.uscourts.gov/forms"",""https://www.ncmd.uscourts.gov/cja-forms"",""https://www.ncmd.uscourts.gov/information-jurors"",""https://www.ncmd.uscourts.gov/new-hire-information"",""https://www.ncmd.uscourts.gov/reporting-instructions"",""https://www.ncmd.uscourts.gov/cja-panel-application-information"",""https://www.ncmd.uscourts.gov/disqualification-request-information"",""https://www.ncmd.uscourts.gov/pro-se-non-prisoner-information-and-forms""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,North Carolina Middle district court,23,1,22,55,23,0,3,0,0,32,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/47/470b16fd230d56838ab6fddb1379249f51dc6a251749083074ffdeeabc178f97.png,court_seal,https://www.ncmd.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,NCMD,23,0,52,,,,,,,,
