collection_id,name,level,jurisdiction,homepage,forms_pages,directory_source,verification,notes,missing_from_prior_manifest,registry_scope_note,normalized_source_court,local_documents,local_word_rtf,local_pdfs,discovered_document_urls,acquired_discovered_urls,blocked_urls,failed_urls,reference_only_urls,deferred_reference_urls,not_yet_acquired_urls,coverage_status,logo_status,asset_path,asset_kind,asset_source_page,coverage_limit,asset_background,fallback_text,retained_documents,excluded_documents,prior_observed_acquisition_urls,forms_page_evidence,page_observations,coverage_boundary,homepage_verification,download_policy,restricted_sources,reuse_note,document_links_observed
FB:orb,United States Bankruptcy Court — Oregon,bankruptcy,Federal,https://www.orb.uscourts.gov/,"[""https://www.orb.uscourts.gov/checklist"",""https://www.orb.uscourts.gov/forms/all-local-forms"",""https://www.orb.uscourts.gov/forms-filing-bankruptcy-case"",""https://www.orb.uscourts.gov/judges-telephone-hearing-information"",""https://www.orb.uscourts.gov/electronic-self-representation-esr-bankruptcy-petition-preparation-system-chapter-7-only""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Oregon bankruptcy court,77,0,77,117,77,0,0,0,0,40,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/07/079f46c625b5d7752f9be2c0a4260ae888849674bb5497f8dfbe7f5295f136bb.png,judiciary_logo,https://www.orb.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,ORB,77,0,117,,,,,,,,
FB:paeb,United States Bankruptcy Court — Pennsylvania Eastern,bankruptcy,Federal,https://www.paeb.uscourts.gov/,"[""https://www.paeb.uscourts.gov/chapter-7-checklist"",""https://www.paeb.uscourts.gov/chapter-13-checklist"",""https://www.paeb.uscourts.gov/content/filing-information"",""https://www.paeb.uscourts.gov/content/mediation-information"",""https://www.paeb.uscourts.gov/content/local-bankruptcy-forms"",""https://www.paeb.uscourts.gov/nextgen-cmecf-registration-forms"",""https://www.paeb.uscourts.gov/court-info/local-rules-and-orders"",""https://www.paeb.uscourts.gov/requirements-filing-bankruptcy-petition"",""https://www.paeb.uscourts.gov/content/local-rules-standing-orders-archived-information""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Pennsylvania Eastern bankruptcy court,54,0,54,95,54,0,3,0,0,41,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/65/65b065cca2d6a7b6b64d1e56b34788195d9851199c020af51279eaee3f104ec1.png,court_seal,https://www.paeb.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,PAEB,54,0,92,,,,,,,,
FB:pamb,United States Bankruptcy Court — Pennsylvania Middle,bankruptcy,Federal,https://www.pamb.uscourts.gov/,"[""https://www.pamb.uscourts.gov/forms-fees/financial"",""https://www.pamb.uscourts.gov/cmecf-filing-instructions"",""https://www.pamb.uscourts.gov/forms-fees/unclaimed-funds"",""https://www.pamb.uscourts.gov/case-filingsinfo/noticing-information""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Pennsylvania Middle bankruptcy court,4,0,4,5,4,0,0,0,0,1,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/18/18f37799f14dffd6273b46af1d108f24c85f30c94d311371da079ac76a300f7d.png,court_seal,https://www.pamb.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,PAMB,4,0,5,,,,,,,,
FB:pawb,United States Bankruptcy Court — Pennsylvania Western,bankruptcy,Federal,https://www.pawb.uscourts.gov/,"[""https://www.pawb.uscourts.gov/local-forms"",""https://www.pawb.uscourts.gov/easi.htm"",""https://www.pawb.uscourts.gov/miscellaneous-forms"",""https://www.pawb.uscourts.gov/nextgen-cmecf-information"",""https://www.pawb.uscourts.gov/local-forms-currently-effect"",""https://www.pawb.uscourts.gov/attorney-training-information""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Pennsylvania Western bankruptcy court,118,57,61,145,118,0,3,0,0,27,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/b0/b0d0aac1b702f1c1c27038cbae6906cbdcab5981cd183bb9f2fa47182acb7742.png,court_seal,https://www.pawb.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,PAWB,118,0,142,,,,,,,,
FB:prb,United States Bankruptcy Court — Puerto Rico,bankruptcy,Federal,https://www.prb.uscourts.gov/,"[""https://www.prb.uscourts.gov/""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,True,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Puerto Rico bankruptcy court,26,0,26,67,27,0,1,0,0,40,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/4b/4bc85446741970ee0d5d46e8a8ab1e2ee8832c04ca8fb8a3a1230ddbeb288e92.png,court_seal,https://www.prb.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,PRB,26,0,66,"{""https://www.prb.uscourts.gov/"":""Official public HTML page fetched on 2026-09-12; TLS verified, robots allowed; HTTP 200""}",,,,,,,
FB:rib,United States Bankruptcy Court — Rhode Island,bankruptcy,Federal,http://www.rib.uscourts.gov/,"[""https://www.rib.uscourts.gov/forms"",""https://www.rib.uscourts.gov/rules-and-forms"",""https://www.rib.uscourts.gov/node/1120"",""https://www.rib.uscourts.gov/local-form"",""https://www.rib.uscourts.gov/loss-mitigation-forms"",""https://www.rib.uscourts.gov/nextgen-cmecf-information"",""https://www.rib.uscourts.gov/microsoft-word-and-pdf-fillable-templates-commonly-used-forms""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Rhode Island bankruptcy court,11,1,10,121,11,0,6,0,0,110,English documents available; wider coverage unverified,Text fallback,,,,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,RIB,11,0,115,,,,,,,,
FB:scb,United States Bankruptcy Court — South Carolina,bankruptcy,Federal,https://www.scb.uscourts.gov/,"[""https://www.scb.uscourts.gov/local-forms"",""https://www.scb.uscourts.gov/case-information"",""https://www.scb.uscourts.gov/trustee-information"",""https://www.scb.uscourts.gov/chambers-guidelines-information""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,South Carolina bankruptcy court,60,36,24,87,60,0,0,0,0,27,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/02/02b3c7b5a5e61b90dc9c3c9df273c1e77bb1b40b7fc61b6eae0d1b51245fd042.png,court_seal,https://www.scb.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,SCB,60,0,87,,,,,,,,
FB:sdb,United States Bankruptcy Court — South Dakota,bankruptcy,Federal,https://www.sdb.uscourts.gov/,"[""https://www.sdb.uscourts.gov/forms/adversary-caption-sample-pdf"",""https://www.sdb.uscourts.gov/forms/adversary-caption-template-word"",""https://www.sdb.uscourts.gov/forms/ch-12-13-joint-debtors-plan-word"",""https://www.sdb.uscourts.gov/forms/ch-12-13-single-debtor-plan-word"",""https://www.sdb.uscourts.gov/forms/abandonment-local-rules-appendix-6d"",""https://www.sdb.uscourts.gov/forms/ch-12-13-joint-debtors-plan-wordperfect"",""https://www.sdb.uscourts.gov/forms/avoid-judicial-lien-local-rules-appendix-4k"",""https://www.sdb.uscourts.gov/forms/certificate-service-local-rules-appendix-9d"",""https://www.sdb.uscourts.gov/forms/amendment-social-security-number-and-notice-amendment-local-rules-appendix-1k"",""https://www.sdb.uscourts.gov/forms/certificate-service-regarding-returned-or-undeliverable-mail-local-rules-appendix-2j"",""https://www.sdb.uscourts.gov/forms/chapter-11-small-business-case-sec-11161-records-cover-sheet-local-rules-appendix-1d"",""https://www.sdb.uscourts.gov/forms/debtors-certification-and-request-discharge-nonindividual-chapter-11-or-12-case-local-rules""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,South Dakota bankruptcy court,1,0,1,13,1,0,0,0,0,12,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/d7/d7c612d033249893e9d89c04b6cef63ec26157a5871226852f34bcb13065ecae.png,court_seal,https://www.sdb.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,SDB,1,0,13,,,,,,,,
FB:tneb,United States Bankruptcy Court — Tennessee Eastern,bankruptcy,Federal,http://www.tneb.uscourts.gov/,"[""https://www.tneb.uscourts.gov/forms/all-forms/mandatory_forms"",""https://www.tneb.uscourts.gov/"",""https://www.tneb.uscourts.gov/matrix"",""https://www.tneb.uscourts.gov/suggested-forms"",""https://www.tneb.uscourts.gov/garnishment-forms"",""https://www.tneb.uscourts.gov/forms-required-local-rules"",""https://www.tneb.uscourts.gov/trustee-zoom-341-meeting-information""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Tennessee Eastern bankruptcy court,42,17,25,70,42,0,3,0,0,28,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/1d/1d05638c82678f3febfee41f1e291fcc7b123b905bd48e99a4de9e6f0b9ea3fd.gif,court_seal,https://www.tneb.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,TNEB,42,0,66,,,,,,,,
FB:tnmb,United States Bankruptcy Court — Tennessee Middle,bankruptcy,Federal,https://www.tnmb.uscourts.gov/,"[""https://www.tnmb.uscourts.gov/forms/all-forms/admin_intake_forms"",""https://www.tnmb.uscourts.gov/forms/all-forms/local_bankruptcy_forms"",""https://www.tnmb.uscourts.gov/contact-us"",""https://www.tnmb.uscourts.gov/forms/new-9013-form"",""https://www.tnmb.uscourts.gov/nextgen-cmecf-information"",""https://www.tnmb.uscourts.gov/forms/tnmb-certificate-service"",""https://www.tnmb.uscourts.gov/forms/lbr-9075-emergency-motions"",""https://www.tnmb.uscourts.gov/instructions-specific-ecf-filing-events"",""https://www.tnmb.uscourts.gov/forms/unrepresented-party-how-object-9013-motion""]",https://www.uscourts.gov/about-federal-courts/court-role-and-structure/court-website-links,Official directory observed through Firecrawl on 2026-09-12; forms pages from prior source manifest unless otherwise recorded.,,False,94 district entries and 94 bankruptcy jurisdictions are tracked separately; shared websites and territorial bankruptcy jurisdiction do not imply 94 separate bankruptcy courts.,Tennessee Middle bankruptcy court,14,1,13,46,15,0,0,0,0,31,English documents available; wider coverage unverified,Logo/seal available,05-Court-and-Judge-Assets/images/a3/a35bab282ec8c98fa49502466d4f3e41deaf175b1f0e3e7bf7dabe99c1cc46de.png,court_seal,https://www.tnmb.uscourts.gov/,Statewide source collections do not establish coverage of every county/division/judge; federal shared-site jurisdiction entries are not counts of distinct courts. Counts cover only retained English documents with supported titles. Source-link counts distinguish URLs associated with a retained file from source links without a local copy; source observations do not establish complete coverage.,light,TNMB,14,0,46,,,,,,,,
